publicado em 2011	dp=2011
publicado excepto em imp.	dp<>imp.
publicado mas nao em imp.	dp<>imp.
publicado entre 1980 e imp.	dp>=1980 and dp<=imp.
publicado no seculo 1	dp=im%
publicado antes do seculo 1	dp<im%
publicado depois do seculo 1	dp>im%
publicado em 194	dp=194
publicado depois de 194	dp>194
publicado a partir de 194	dp>=194
publicado antes de 194	dp<194
publicado ate 194	dp<=194
publicado excepto em 194	dp<>194
publicado mas nao em 194	dp<>194
publicado entre 1980 e 194	dp>=1980 and dp<=194
publicado em 195	dp=195
publicado depois de 195	dp>195
publicado a partir de 195	dp>=195
publicado antes de 195	dp<195
publicado ate 195	dp<=195
publicado excepto em 195	dp<>195
publicado mas nao em 195	dp<>195
publicado entre 1980 e 195	dp>=1980 and dp<=195
publicado em  199	dp=199
publicado depois de  199	dp> 199
publicado a partir de  199	dp>=199
publicado antes de  199	dp< 199
publicado ate  199	dp<=199
publicado excepto em  199	dp<> 199
publicado mas nao em  199	dp<> 199
publicado entre 1980 e  199	dp>=1980 and dp<=199
publicado no seculo 2	dp=1%
publicado antes do seculo 2	dp< 1%
publicado depois do seculo 2	dp> 1%
publicado em d.l1	dp=d.l1
publicado depois de d.l1	dp>d.l1
publicado a partir de d.l1	dp>=d.l1
publicado antes de d.l1	dp<d.l1
publicado ate d.l1	dp<=d.l1
publicado excepto em d.l1	dp<>d.l1
publicado mas nao em d.l1	dp<>d.l1
publicado entre 1980 e d.l1	dp>=1980 and dp<=d.l1
publicado em 1943	dp=1943
publicado depois de 1943	dp>1943
publicado a partir de 1943	dp>=1943
publicado antes de 1943	dp<1943
publicado ate 1943	dp<=1943
publicado excepto em 1943	dp<>1943
publicado mas nao em 1943	dp<>1943
publicado entre 1980 e 1943	dp>=1980 and dp<=1943
publicado em 1953	dp=1953
publicado depois de 1953	dp>1953
publicado a partir de 1953	dp>=1953
publicado antes de 1953	dp<1953
publicado ate 1953	dp<=1953
publicado excepto em 1953	dp<>1953
publicado mas nao em 1953	dp<>1953
publicado entre 1980 e 1953	dp>=1980 and dp<=1953
publicado em  198	dp=198
publicado depois de  198	dp> 198
publicado a partir de  198	dp>=198
publicado antes de  198	dp< 198
publicado ate  198	dp<=198
publicado excepto em  198	dp<> 198
publicado mas nao em  198	dp<> 198
publicado entre 1980 e  198	dp>=1980 and dp<=198
publicado em 1027	dp=1027
publicado depois de 1027	dp>1027
publicado a partir de 1027	dp>=1027
publicado antes de 1027	dp<1027
publicado ate 1027	dp<=1027
publicado excepto em 1027	dp<>1027
publicado mas nao em 1027	dp<>1027
publicado entre 1980 e 1027	dp>=1980 and dp<=1027
publicado em  200	dp=200
publicado depois de  200	dp> 200
publicado a partir de  200	dp>=200
publicado antes de  200	dp< 200
publicado ate  200	dp<=200
publicado excepto em  200	dp<> 200
publicado mas nao em  200	dp<> 200
publicado entre 1980 e  200	dp>=1980 and dp<=200
publicado no seculo 3	dp=2%
publicado antes do seculo 3	dp< 2%
publicado depois do seculo 3	dp> 2%
publicado em 1963	dp=1963
publicado depois de 1963	dp>1963
publicado a partir de 1963	dp>=1963
publicado antes de 1963	dp<1963
publicado ate 1963	dp<=1963
publicado excepto em 1963	dp<>1963
publicado mas nao em 1963	dp<>1963
publicado entre 1980 e 1963	dp>=1980 and dp<=1963
publicado em 1947	dp=1947
publicado depois de 1947	dp>1947
publicado a partir de 1947	dp>=1947
publicado antes de 1947	dp<1947
publicado ate 1947	dp<=1947
publicado excepto em 1947	dp<>1947
publicado mas nao em 1947	dp<>1947
publicado entre 1980 e 1947	dp>=1980 and dp<=1947
publicado em 1941	dp=1941
publicado depois de 1941	dp>1941
publicado a partir de 1941	dp>=1941
publicado antes de 1941	dp<1941
publicado ate 1941	dp<=1941
publicado excepto em 1941	dp<>1941
publicado mas nao em 1941	dp<>1941
publicado entre 1980 e 1941	dp>=1980 and dp<=1941
publicado em 1949	dp=1949
publicado depois de 1949	dp>1949
publicado a partir de 1949	dp>=1949
publicado antes de 1949	dp<1949
publicado ate 1949	dp<=1949
publicado excepto em 1949	dp<>1949
publicado mas nao em 1949	dp<>1949
publicado entre 1980 e 1949	dp>=1980 and dp<=1949
publicado em 1939	dp=1939
publicado depois de 1939	dp>1939
publicado a partir de 1939	dp>=1939
publicado antes de 1939	dp<1939
publicado ate 1939	dp<=1939
publicado excepto em 1939	dp<>1939
publicado mas nao em 1939	dp<>1939
publicado entre 1980 e 1939	dp>=1980 and dp<=1939
publicado em 1923	dp=1923
publicado depois de 1923	dp>1923
publicado a partir de 1923	dp>=1923
publicado antes de 1923	dp<1923
publicado ate 1923	dp<=1923
publicado excepto em 1923	dp<>1923
publicado mas nao em 1923	dp<>1923
publicado entre 1980 e 1923	dp>=1980 and dp<=1923
publicado em 1917	dp=1917
publicado depois de 1917	dp>1917
publicado a partir de 1917	dp>=1917
publicado antes de 1917	dp<1917
publicado ate 1917	dp<=1917
publicado excepto em 1917	dp<>1917
publicado mas nao em 1917	dp<>1917
publicado entre 1980 e 1917	dp>=1980 and dp<=1917
publicado em 1936	dp=1936
publicado depois de 1936	dp>1936
publicado a partir de 1936	dp>=1936
publicado antes de 1936	dp<1936
publicado ate 1936	dp<=1936
publicado excepto em 1936	dp<>1936
publicado mas nao em 1936	dp<>1936
publicado entre 1980 e 1936	dp>=1980 and dp<=1936
publicado em 1924	dp=1924
publicado depois de 1924	dp>1924
publicado a partir de 1924	dp>=1924
publicado antes de 1924	dp<1924
publicado ate 1924	dp<=1924
publicado excepto em 1924	dp<>1924
publicado mas nao em 1924	dp<>1924
publicado entre 1980 e 1924	dp>=1980 and dp<=1924
publicado em 1925	dp=1925
publicado depois de 1925	dp>1925
publicado a partir de 1925	dp>=1925
publicado antes de 1925	dp<1925
publicado ate 1925	dp<=1925
publicado excepto em 1925	dp<>1925
publicado mas nao em 1925	dp<>1925
publicado entre 1980 e 1925	dp>=1980 and dp<=1925
publicado em 162	dp=162
publicado depois de 162	dp>162
publicado a partir de 162	dp>=162
publicado antes de 162	dp<162
publicado ate 162	dp<=162
publicado excepto em 162	dp<>162
publicado mas nao em 162	dp<>162
publicado entre 1980 e 162	dp>=1980 and dp<=162
publicado em 1946	dp=1946
publicado depois de 1946	dp>1946
publicado a partir de 1946	dp>=1946
publicado antes de 1946	dp<1946
publicado ate 1946	dp<=1946
publicado excepto em 1946	dp<>1946
publicado mas nao em 1946	dp<>1946
publicado entre 1980 e 1946	dp>=1980 and dp<=1946
publicado em 1878	dp=1878
publicado depois de 1878	dp>1878
publicado a partir de 1878	dp>=1878
publicado antes de 1878	dp<1878
publicado ate 1878	dp<=1878
publicado excepto em 1878	dp<>1878
publicado mas nao em 1878	dp<>1878
publicado entre 1980 e 1878	dp>=1980 and dp<=1878
publicado no seculo 19	dp=18%
publicado antes do seculo 19	dp<18%
publicado depois do seculo 19	dp>18%
publicado em 1887	dp=1887
publicado depois de 1887	dp>1887
publicado a partir de 1887	dp>=1887
publicado antes de 1887	dp<1887
publicado ate 1887	dp<=1887
publicado excepto em 1887	dp<>1887
publicado mas nao em 1887	dp<>1887
publicado entre 1980 e 1887	dp>=1980 and dp<=1887
publicado em 1944	dp=1944
publicado depois de 1944	dp>1944
publicado a partir de 1944	dp>=1944
publicado antes de 1944	dp<1944
publicado ate 1944	dp<=1944
publicado excepto em 1944	dp<>1944
publicado mas nao em 1944	dp<>1944
publicado entre 1980 e 1944	dp>=1980 and dp<=1944
publicado em 1901	dp=1901
publicado depois de 1901	dp>1901
publicado a partir de 1901	dp>=1901
publicado antes de 1901	dp<1901
publicado ate 1901	dp<=1901
publicado excepto em 1901	dp<>1901
publicado mas nao em 1901	dp<>1901
publicado entre 1980 e 1901	dp>=1980 and dp<=1901
publicado em 190	dp=190
publicado depois de 190	dp>190
publicado a partir de 190	dp>=190
publicado antes de 190	dp<190
publicado ate 190	dp<=190
publicado excepto em 190	dp<>190
publicado mas nao em 190	dp<>190
publicado entre 1980 e 190	dp>=1980 and dp<=190
publicado em 1888	dp=1888
publicado depois de 1888	dp>1888
publicado a partir de 1888	dp>=1888
publicado antes de 1888	dp<1888
publicado ate 1888	dp<=1888
publicado excepto em 1888	dp<>1888
publicado mas nao em 1888	dp<>1888
publicado entre 1980 e 1888	dp>=1980 and dp<=1888
publicado em 1900	dp=1900
publicado depois de 1900	dp>1900
publicado a partir de 1900	dp>=1900
publicado antes de 1900	dp<1900
publicado ate 1900	dp<=1900
publicado excepto em 1900	dp<>1900
publicado mas nao em 1900	dp<>1900
publicado entre 1980 e 1900	dp>=1980 and dp<=1900
publicado em dl.1	dp=dl.1
publicado depois de dl.1	dp>dl.1
publicado a partir de dl.1	dp>=dl.1
publicado antes de dl.1	dp<dl.1
publicado ate dl.1	dp<=dl.1
publicado excepto em dl.1	dp<>dl.1
publicado mas nao em dl.1	dp<>dl.1
publicado entre 1980 e dl.1	dp>=1980 and dp<=dl.1
publicado no seculo 1	dp=dl%
publicado antes do seculo 1	dp<dl%
publicado depois do seculo 1	dp>dl%
publicado em 1938	dp=1938
publicado depois de 1938	dp>1938
publicado a partir de 1938	dp>=1938
publicado antes de 1938	dp<1938
publicado ate 1938	dp<=1938
publicado excepto em 1938	dp<>1938
publicado mas nao em 1938	dp<>1938
publicado entre 1980 e 1938	dp>=1980 and dp<=1938
publicado em dl 1	dp=dl 1
publicado depois de dl 1	dp>dl 1
publicado a partir de dl 1	dp>=dl 1
publicado antes de dl 1	dp<dl 1
publicado ate dl 1	dp<=dl 1
publicado excepto em dl 1	dp<>dl 1
publicado mas nao em dl 1	dp<>dl 1
publicado entre 1980 e dl 1	dp>=1980 and dp<=dl 1
publicado em 1880	dp=1880
publicado depois de 1880	dp>1880
publicado a partir de 1880	dp>=1880
publicado antes de 1880	dp<1880
publicado ate 1880	dp<=1880
publicado excepto em 1880	dp<>1880
publicado mas nao em 1880	dp<>1880
publicado entre 1980 e 1880	dp>=1980 and dp<=1880
publicado em 1mp.	dp=1mp.
publicado depois de 1mp.	dp>1mp.
publicado a partir de 1mp.	dp>=1mp.
publicado antes de 1mp.	dp<1mp.
publicado ate 1mp.	dp<=1mp.
publicado excepto em 1mp.	dp<>1mp.
publicado mas nao em 1mp.	dp<>1mp.
publicado entre 1980 e 1mp.	dp>=1980 and dp<=1mp.
publicado no seculo 2	dp=1m%
publicado antes do seculo 2	dp<1m%
publicado depois do seculo 2	dp>1m%
publicado em 1866	dp=1866
publicado depois de 1866	dp>1866
publicado a partir de 1866	dp>=1866
publicado antes de 1866	dp<1866
publicado ate 1866	dp<=1866
publicado excepto em 1866	dp<>1866
publicado mas nao em 1866	dp<>1866
publicado entre 1980 e 1866	dp>=1980 and dp<=1866
publicado em 527	dp=527
publicado depois de 527	dp>527
publicado a partir de 527	dp>=527
publicado antes de 527	dp<527
publicado ate 527	dp<=527
publicado excepto em 527	dp<>527
publicado mas nao em 527	dp<>527
publicado entre 1980 e 527	dp>=1980 and dp<=527
publicado no seculo 53	dp=52%
publicado antes do seculo 53	dp<52%
publicado depois do seculo 53	dp>52%
publicado em 1951	dp=1951
publicado depois de 1951	dp>1951
publicado a partir de 1951	dp>=1951
publicado antes de 1951	dp<1951
publicado ate 1951	dp<=1951
publicado excepto em 1951	dp<>1951
publicado mas nao em 1951	dp<>1951
publicado entre 1980 e 1951	dp>=1980 and dp<=1951
publicado em 2200	dp=2200
publicado depois de 2200	dp>2200
publicado a partir de 2200	dp>=2200
publicado antes de 2200	dp<2200
publicado ate 2200	dp<=2200
publicado excepto em 2200	dp<>2200
publicado mas nao em 2200	dp<>2200
publicado entre 1980 e 2200	dp>=1980 and dp<=2200
publicado no seculo 23	dp=22%
publicado antes do seculo 23	dp<22%
publicado depois do seculo 23	dp>22%
publicado em 1954	dp=1954
publicado depois de 1954	dp>1954
publicado a partir de 1954	dp>=1954
publicado antes de 1954	dp<1954
publicado ate 1954	dp<=1954
publicado excepto em 1954	dp<>1954
publicado mas nao em 1954	dp<>1954
publicado entre 1980 e 1954	dp>=1980 and dp<=1954
publicado em 1920	dp=1920
publicado depois de 1920	dp>1920
publicado a partir de 1920	dp>=1920
publicado antes de 1920	dp<1920
publicado ate 1920	dp<=1920
publicado excepto em 1920	dp<>1920
publicado mas nao em 1920	dp<>1920
publicado entre 1980 e 1920	dp>=1980 and dp<=1920
publicado em 1929	dp=1929
publicado depois de 1929	dp>1929
publicado a partir de 1929	dp>=1929
publicado antes de 1929	dp<1929
publicado ate 1929	dp<=1929
publicado excepto em 1929	dp<>1929
publicado mas nao em 1929	dp<>1929
publicado entre 1980 e 1929	dp>=1980 and dp<=1929
publicado em 1930	dp=1930
publicado depois de 1930	dp>1930
publicado a partir de 1930	dp>=1930
publicado antes de 1930	dp<1930
publicado ate 1930	dp<=1930
publicado excepto em 1930	dp<>1930
publicado mas nao em 1930	dp<>1930
publicado entre 1980 e 1930	dp>=1980 and dp<=1930
publicado em 1933	dp=1933
publicado depois de 1933	dp>1933
publicado a partir de 1933	dp>=1933
publicado antes de 1933	dp<1933
publicado ate 1933	dp<=1933
publicado excepto em 1933	dp<>1933
publicado mas nao em 1933	dp<>1933
publicado entre 1980 e 1933	dp>=1980 and dp<=1933
publicado em 1935	dp=1935
publicado depois de 1935	dp>1935
publicado a partir de 1935	dp>=1935
publicado antes de 1935	dp<1935
publicado ate 1935	dp<=1935
publicado excepto em 1935	dp<>1935
publicado mas nao em 1935	dp<>1935
publicado entre 1980 e 1935	dp>=1980 and dp<=1935
publicado em 1934	dp=1934
publicado depois de 1934	dp>1934
publicado a partir de 1934	dp>=1934
publicado antes de 1934	dp<1934
publicado ate 1934	dp<=1934
publicado excepto em 1934	dp<>1934
publicado mas nao em 1934	dp<>1934
publicado entre 1980 e 1934	dp>=1980 and dp<=1934
publicado em 1937	dp=1937
publicado depois de 1937	dp>1937
publicado a partir de 1937	dp>=1937
publicado antes de 1937	dp<1937
publicado ate 1937	dp<=1937
publicado excepto em 1937	dp<>1937
publicado mas nao em 1937	dp<>1937
publicado entre 1980 e 1937	dp>=1980 and dp<=1937
publicado em 1940	dp=1940
publicado depois de 1940	dp>1940
publicado a partir de 1940	dp>=1940
publicado antes de 1940	dp<1940
publicado ate 1940	dp<=1940
publicado excepto em 1940	dp<>1940
publicado mas nao em 1940	dp<>1940
publicado entre 1980 e 1940	dp>=1980 and dp<=1940
publicado em 1948	dp=1948
publicado depois de 1948	dp>1948
publicado a partir de 1948	dp>=1948
publicado antes de 1948	dp<1948
publicado ate 1948	dp<=1948
publicado excepto em 1948	dp<>1948
publicado mas nao em 1948	dp<>1948
publicado entre 1980 e 1948	dp>=1980 and dp<=1948
publicado em 1952	dp=1952
publicado depois de 1952	dp>1952
publicado a partir de 1952	dp>=1952
publicado antes de 1952	dp<1952
publicado ate 1952	dp<=1952
publicado excepto em 1952	dp<>1952
publicado mas nao em 1952	dp<>1952
publicado entre 1980 e 1952	dp>=1980 and dp<=1952
publicado em 1876	dp=1876
publicado depois de 1876	dp>1876
publicado a partir de 1876	dp>=1876
publicado antes de 1876	dp<1876
publicado ate 1876	dp<=1876
publicado excepto em 1876	dp<>1876
publicado mas nao em 1876	dp<>1876
publicado entre 1980 e 1876	dp>=1980 and dp<=1876
publicado em 1905	dp=1905
publicado depois de 1905	dp>1905
publicado a partir de 1905	dp>=1905
publicado antes de 1905	dp<1905
publicado ate 1905	dp<=1905
publicado excepto em 1905	dp<>1905
publicado mas nao em 1905	dp<>1905
publicado entre 1980 e 1905	dp>=1980 and dp<=1905
publicado em 1902	dp=1902
publicado depois de 1902	dp>1902
publicado a partir de 1902	dp>=1902
publicado antes de 1902	dp<1902
publicado ate 1902	dp<=1902
publicado excepto em 1902	dp<>1902
publicado mas nao em 1902	dp<>1902
publicado entre 1980 e 1902	dp>=1980 and dp<=1902
publicado em 1926	dp=1926
publicado depois de 1926	dp>1926
publicado a partir de 1926	dp>=1926
publicado antes de 1926	dp<1926
publicado ate 1926	dp<=1926
publicado excepto em 1926	dp<>1926
publicado mas nao em 1926	dp<>1926
publicado entre 1980 e 1926	dp>=1980 and dp<=1926
publicado em 1903	dp=1903
publicado depois de 1903	dp>1903
publicado a partir de 1903	dp>=1903
publicado antes de 1903	dp<1903
publicado ate 1903	dp<=1903
publicado excepto em 1903	dp<>1903
publicado mas nao em 1903	dp<>1903
publicado entre 1980 e 1903	dp>=1980 and dp<=1903
publicado em 1909	dp=1909
publicado depois de 1909	dp>1909
publicado a partir de 1909	dp>=1909
publicado antes de 1909	dp<1909
publicado ate 1909	dp<=1909
publicado excepto em 1909	dp<>1909
publicado mas nao em 1909	dp<>1909
publicado entre 1980 e 1909	dp>=1980 and dp<=1909
publicado em 1891	dp=1891
publicado depois de 1891	dp>1891
publicado a partir de 1891	dp>=1891
publicado antes de 1891	dp<1891
publicado ate 1891	dp<=1891
publicado excepto em 1891	dp<>1891
publicado mas nao em 1891	dp<>1891
publicado entre 1980 e 1891	dp>=1980 and dp<=1891
publicado em 1867	dp=1867
publicado depois de 1867	dp>1867
publicado a partir de 1867	dp>=1867
publicado antes de 1867	dp<1867
publicado ate 1867	dp<=1867
publicado excepto em 1867	dp<>1867
publicado mas nao em 1867	dp<>1867
publicado entre 1980 e 1867	dp>=1980 and dp<=1867
publicado em s.d	dp=s.d
publicado depois de s.d	dp>s.d
publicado a partir de s.d	dp>=s.d
publicado antes de s.d	dp<s.d
publicado ate s.d	dp<=s.d
publicado excepto em s.d	dp<>s.d
publicado mas nao em s.d	dp<>s.d
publicado entre 1980 e s.d	dp>=1980 and dp<=s.d
publicado em outu	dp=outu
publicado depois de outu	dp>outu
publicado a partir de outu	dp>=outu
publicado antes de outu	dp<outu
publicado ate outu	dp<=outu
publicado excepto em outu	dp<>outu
publicado mas nao em outu	dp<>outu
publicado entre 1980 e outu	dp>=1980 and dp<=outu
publicado no seculo 1	dp=ou%
publicado antes do seculo 1	dp<ou%
publicado depois do seculo 1	dp>ou%
publicado em s.l	dp=s.l
publicado depois de s.l	dp>s.l
publicado a partir de s.l	dp>=s.l
publicado antes de s.l	dp<s.l
publicado ate s.l	dp<=s.l
publicado excepto em s.l	dp<>s.l
publicado mas nao em s.l	dp<>s.l
publicado entre 1980 e s.l	dp>=1980 and dp<=s.l
publicado no seculo 1	dp=s.%
publicado antes do seculo 1	dp<s.%
publicado depois do seculo 1	dp>s.%
publicado em s. d	dp=s. d
publicado depois de s. d	dp>s. d
publicado a partir de s. d	dp>=s. d
publicado antes de s. d	dp<s. d
publicado ate s. d	dp<=s. d
publicado excepto em s. d	dp<>s. d
publicado mas nao em s. d	dp<>s. d
publicado entre 1980 e s. d	dp>=1980 and dp<=s. d
publicado em 1498	dp=1498
publicado depois de 1498	dp>1498
publicado a partir de 1498	dp>=1498
publicado antes de 1498	dp<1498
publicado ate 1498	dp<=1498
publicado excepto em 1498	dp<>1498
publicado mas nao em 1498	dp<>1498
publicado entre 1980 e 1498	dp>=1980 and dp<=1498
publicado no seculo 15	dp=14%
publicado antes do seculo 15	dp<14%
publicado depois do seculo 15	dp>14%
publicado em cop.	dp=cop.
publicado depois de cop.	dp>cop.
publicado a partir de cop.	dp>=cop.
publicado antes de cop.	dp<cop.
publicado ate cop.	dp<=cop.
publicado excepto em cop.	dp<>cop.
publicado mas nao em cop.	dp<>cop.
publicado entre 1980 e cop.	dp>=1980 and dp<=cop.
publicado no seculo 1	dp=co%
publicado antes do seculo 1	dp<co%
publicado depois do seculo 1	dp>co%
publicado em 3¦ r	dp=3¦ r
publicado depois de 3¦ r	dp>3¦ r
publicado a partir de 3¦ r	dp>=3¦ r
publicado antes de 3¦ r	dp<3¦ r
publicado ate 3¦ r	dp<=3¦ r
publicado excepto em 3¦ r	dp<>3¦ r
publicado mas nao em 3¦ r	dp<>3¦ r
publicado entre 1980 e 3¦ r	dp>=1980 and dp<=3¦ r
publicado no seculo 4	dp=3¦%
publicado antes do seculo 4	dp<3¦%
publicado depois do seculo 4	dp>3¦%
